accx,accy,accz
0.695,-0.0739,0.2556
0.76,-0.002,0.2234
0.8465,0.0547,0.2014
0.9344,0.0869,0.1945
0.9784,0.1079,0.1413
0.9858,0.1011,0.1086
0.9457,0.0845,0.1149
0.9247,0.0547,0.1398
1.0238,0.0292,0.1691
1.1959,-0.0098,0.1804
1.3107,-0.0856,0.2117
1.3244,-0.1373,0.3167
1.3532,-0.0523,0.3709
1.3717,0.0273,0.2464
1.3986,0.1367,-0.0312
1.4011,0.0024,-0.2799
1.2369,-0.0259,-0.3175
0.9721,0.0776,-0.294
0.6603,0.2608,-0.2628
0.6608,0.4748,-0.2002
0.9095,0.4964,-0.146
0.822,0.2877,-0.0087
0.9276,0.0547,0.1999
1.0268,-0.1564,0.2298
0.9823,-0.2971,0.1364
0.849,-0.2497,0.0055
0.9398,-0.1159,-0.0063
0.9007,0.0429,0.1017
0.8553,0.1602,0.1931
0.8519,0.2257,0.1779
0.8905,0.2227,0.0978
0.9095,0.1651,0.0831
0.9012,0.1289,0.1203
0.9037,0.1123,0.1569
0.8856,0.127,0.1892
0.8739,0.145,0.2019
0.8929,0.1803,0.2376
0.909,0.234,0.2766
0.9667,0.2555,0.2312
1.189,0.2882,0.1564
1.4445,0.3156,0.1276
1.5784,0.3039,0.0866
1.5857,0.2658,0.028
1.6444,0.1597,-0.2457
1.7353,0.0933,-0.3332
1.4074,-0.022,-0.2965
0.8861,-0.1383,-0.3488
0.7464,-0.0523,-0.1983
0.5773,-0.1559,0.0431
0.4976,-0.1237,0.2107
0.6486,0.0967,0.0455
0.8255,0.2061,-0.2447
1.1045,0.2858,-0.3659
1.2589,0.2824,-0.3307
1.1499,0.1998,-0.211
0.9735,0.0986,-0.0268
0.8308,0.0371,0.1203
0.7253,0.0004,0.2082
0.7053,-0.025,0.2234
0.7507,-0.0284,0.1462
0.8245,0.0175,0.0407
0.8973,0.0571,0.0162
0.9911,0.063,0.0607
1.0448,0.0502,0.1232
1.0561,0.041,0.1716
1.0102,0.0141,0.218
0.951,-0.0201,0.2517
1.0146,-0.0259,0.2048
1.1602,-0.023,0.1755
1.2398,-0.0201,0.221
1.2393,-0.0045,0.2449
1.2799,0.038,0.2028
1.3947,0.0811,0.0416
1.3551,0.0615,-0.3116
1.2418,-0.0084,-0.5638
1.0825,0.0434,-0.4045
0.8846,0.171,-0.275
0.8768,0.3517,-0.1572
0.9784,0.4016,-0.0439
0.8162,0.2506,0.0197
0.9897,0.062,0.134
1.083,-0.1217,0.132
1.0502,-0.2258,0.0856
0.8768,-0.257,0.0367
0.8147,-0.1305,0.0402
0.7757,0.0209,0.0441
0.7209,0.1651,0.1149
0.7522,0.2281,0.2092
0.8386,0.2384,0.2019
0.8914,0.2144,0.1447
0.9242,0.1993,0.1076
0.998,0.2056,0.1135
1.0659,0.1959,0.0963
1.0556,0.1861,0.0685
0.9867,0.2418,0.0924
0.9413,0.321,0.1765
1.017,0.36,0.2708
1.192,0.3136,0.2351
1.3092,0.2208,0.1286
1.2828,0.1104,0.1633
1.3283,0.0307,0.3045
1.5022,0.0068,0.1247
1.5257,0.0302,-0.3116
1.2916,0.0097,-0.4973
0.9887,-0.0479,-0.5007
