accx,accy,accz
0.9662,-0.0327,0.2529
0.9711,-0.0396,0.2524
0.975,-0.0459,0.2477
0.9736,-0.0435,0.248
0.9699,-0.041,0.2526
0.9709,-0.0423,0.2621
0.9672,-0.0462,0.2697
0.9572,-0.0481,0.2697
0.9582,-0.0445,0.2692
0.967,-0.0459,0.2692
0.9682,-0.044,0.268
0.9653,-0.0384,0.2519
0.9784,-0.0418,0.2436
0.9755,-0.0384,0.2609
0.9653,-0.0371,0.2636
0.966,-0.0476,0.2585
0.9709,-0.0533,0.2619
0.9692,-0.0457,0.2631
0.9596,-0.0445,0.2641
0.9653,-0.0457,0.2602
0.9721,-0.0445,0.2607
0.9679,-0.041,0.2651
0.9662,-0.0366,0.2673
0.9631,-0.0374,0.2626
0.9645,-0.0391,0.2551
0.9728,-0.0418,0.2553
0.9689,-0.0454,0.2607
0.9684,-0.0398,0.2634
0.9672,-0.0342,0.2641
0.964,-0.0342,0.2617
0.9655,-0.0366,0.2619
0.9655,-0.0396,0.2668
0.9665,-0.0403,0.2707
0.9638,-0.0379,0.2646
0.9626,-0.0381,0.2617
0.9692,-0.0406,0.2621
0.9736,-0.0401,0.267
0.9672,-0.0369,0.267
0.9631,-0.0362,0.2543
0.9682,-0.0425,0.2629
0.9631,-0.041,0.2775
0.9594,-0.0381,0.2702
0.9679,-0.041,0.2653
0.9706,-0.0391,0.2634
0.9638,-0.0369,0.2621
0.9618,-0.0369,0.2675
0.9667,-0.0396,0.2653
0.9694,-0.0437,0.2658
0.9701,-0.041,0.267
0.9701,-0.0386,0.2643
0.9604,-0.0342,0.2668
0.9596,-0.0354,0.2726
0.9628,-0.0401,0.2741
0.9665,-0.041,0.2714
0.9677,-0.0391,0.2658
0.9687,-0.0374,0.2587
0.9679,-0.0362,0.2543
0.9684,-0.0347,0.2609
0.9706,-0.0357,0.2668
0.9677,-0.0347,0.2675
0.9613,-0.0283,0.2687
0.9587,-0.0298,0.2673
0.9667,-0.0384,0.2612
0.9714,-0.0415,0.2582
0.9697,-0.0381,0.2492
0.9738,-0.0354,0.256
0.967,-0.0327,0.268
0.9606,-0.031,0.2582
0.9648,-0.034,0.2533
0.9758,-0.0344,0.256
0.9745,-0.0354,0.2553
0.9609,-0.0374,0.2526
0.9653,-0.0396,0.2504
0.9753,-0.0379,0.248
0.9802,-0.0379,0.2529
0.9799,-0.0366,0.2482
0.9694,-0.0347,0.2487
0.9633,-0.0359,0.2602
0.9618,-0.041,0.2658
0.964,-0.0425,0.2641
0.967,-0.0401,0.2602
0.9677,-0.033,0.2543
0.9723,-0.0349,0.2531
0.9721,-0.0406,0.2546
0.9699,-0.0415,0.2538
0.9687,-0.0396,0.2541
0.9682,-0.0364,0.256
0.9682,-0.0315,0.258
0.9716,-0.0322,0.2626
0.9662,-0.0386,0.2582
0.9672,-0.0381,0.2516
0.9736,-0.0401,0.2602
0.9665,-0.0376,0.266
