accx,accy,accz
0.1165,-0.0025,1.0013
0.1097,-0.0005,0.9915
0.1116,-0.0005,1.0008
0.1234,0.0063,1.0018
0.1234,0.0038,0.9939
0.1185,-0.003,1.0174
0.1112,-0.003,1.012
0.117,-0.001,0.9876
0.1116,0.0009,0.9842
0.116,0.0058,0.9939
0.1136,0.0029,1.0003
0.1151,-0.0001,0.9939
0.1131,0.0043,0.9944
0.1107,-0.0005,0.9949
0.1131,-0.0005,1.0037
0.1131,0.0034,1.0027
0.1165,0.0004,0.9881
0.117,0.0087,0.9891
0.1112,0.0038,0.9861
0.1087,0.0004,0.9993
0.1052,0.0053,1.0047
0.1057,0.0058,0.9959
0.1038,0.0092,0.9993
0.1068,0.0087,0.9988
0.1092,0.0112,0.9949
0.1018,0.0121,0.993
0.1043,0.0097,0.99
0.1018,0.0136,0.9925
0.1047,0.0112,0.9866
0.1033,0.0117,0.99
0.1052,0.0073,1.0022
0.1038,0.0053,1.0057
0.0974,0.0092,0.9925
0.1008,0.0156,0.9842
0.096,0.0126,0.9988
0.1072,0.0121,0.993
0.1052,0.0053,0.9998
0.0881,0.0078,1.0066
0.0867,0.0102,1.0013
0.095,0.0151,0.9861
0.0969,0.02,0.9851
0.095,0.0151,0.9934
0.096,0.0161,0.9988
0.096,0.0131,1.0037
0.0916,0.0092,1.0003
0.096,0.0126,0.9925
0.0925,0.0087,0.9964
0.0979,0.0141,0.9822
0.1004,0.0151,0.9949
0.0925,0.0146,1.0052
0.0881,0.0131,1.0008
0.0857,0.0141,0.9954
0.0813,0.0151,0.9915
0.0867,0.019,0.9949
0.0877,0.0185,0.9969
0.0842,0.018,1.0022
0.0877,0.0165,0.9983
0.0857,0.017,0.9954
0.0881,0.019,0.9969
0.0867,0.017,0.9944
0.0881,0.0204,0.9905
0.0906,0.0185,0.9974
0.0896,0.0141,1.0101
0.0808,0.0146,1.0052
0.0725,0.0185,0.9886
0.0774,0.0224,0.9969
0.0881,0.0209,1.0037
0.0916,0.0165,0.9886
0.0784,0.0151,0.9988
0.0681,0.0195,1.0047
0.0769,0.0229,0.9832
0.0798,0.0229,0.9842
0.0808,0.019,0.9891
0.0847,0.0126,1.0037
0.0833,0.018,1.0003
0.0779,0.0214,0.9974
0.0764,0.019,0.9861
0.0847,0.0146,0.9998
0.0833,0.0219,0.9944
0.0901,0.0185,0.9876
0.0877,0.017,1.0022
0.0798,0.0175,1.0101
0.0774,0.02,1.0003
0.0769,0.0214,0.9905
0.0759,0.0214,0.993
0.0823,0.0175,0.9998
0.0833,0.0136,0.9974
0.0789,0.018,0.9998
0.0803,0.0185,0.9993
0.0784,0.0175,1.0013
0.0862,0.0209,0.9944
0.0872,0.0219,0.99
0.0862,0.0209,0.9954
0.0842,0.0141,1.0061
0.0837,0.0161,1.0105
0.0715,0.018,0.993
0.0759,0.0224,0.9891
0.0881,0.0161,1.0057
0.094,0.0117,0.9988
0.0857,0.0121,1.0071
0.0798,0.0146,1.0047
0.0803,0.0229,0.9793
0.0774,0.0224,0.972
0.0803,0.0185,0.9959
0.0818,0.0141,1.0091
0.0842,0.0165,1.0101
0.0823,0.0165,0.9998
0.0818,0.0156,0.9881
0.0867,0.0156,0.9944
0.0867,0.0156,1.0047
0.0896,0.0195,0.99
0.0877,0.0204,0.9974
0.0877,0.0107,1.0047
0.0803,0.0146,1.0037
0.0803,0.019,0.9905
0.0803,0.02,0.9871
0.0823,0.0136,0.9983
0.0823,0.0141,1.0018
0.0842,0.0175,1.0022
